Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min,Day_of_Journey,Month_of_Journey
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,12898,25,4.0,2,15,27,5
Jet Airways,Delhi,Cochin,1295,2,In-flight meal not included,10588,0,19.0,21,25,15,6
Air India,Delhi,Cochin,1275,2,No info,9181,15,19.0,22,0,24,6
Jet Airways,Banglore,New Delhi,1400,1,In-flight meal not included,11087,5,5.0,5,45,3,3
Jet Airways,Delhi,Cochin,330,1,In-flight meal not included,10262,35,12.0,7,5,27,6
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,4886,15,14.0,11,0,6,4
IndiGo,Delhi,Cochin,355,1,No info,8470,30,8.0,2,35,21,3
Air India,Kolkata,Banglore,805,3,No info,14960,15,23.0,9,50,21,5
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,9,5
Air India,Delhi,Cochin,1595,2,No info,11911,15,19.0,16,40,9,3
Air India,Delhi,Cochin,795,1,No info,8907,0,23.0,9,45,15,6
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3859,35,10.0,8,20,9,5
Air Asia,Kolkata,Banglore,150,0,No info,3807,20,1.0,22,50,24,6
Air Asia,Kolkata,Banglore,155,0,No info,4384,55,12.0,10,20,6,3
Multiple carriers,Delhi,Cochin,460,1,No info,11622,35,12.0,4,55,3,6
Vistara,Banglore,New Delhi,160,0,No info,4563,20,22.0,19,40,24,3
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,45,14.0,13,15,1,4
Air India,Kolkata,Banglore,155,0,No info,4145,20,23.0,20,45,24,4
Jet Airways,Kolkata,Banglore,1410,1,In-flight meal not included,10031,40,20.0,21,10,24,3
Air India,Banglore,New Delhi,370,1,No info,11628,10,23.0,17,0,1,3
Jet Airways,Delhi,Cochin,330,1,In-flight meal not included,10262,35,12.0,7,5,15,6
SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,45,14.0,13,15,24,6
Vistara,Delhi,Cochin,190,0,No info,6216,10,9.0,6,0,27,4
Multiple carriers,Delhi,Cochin,835,3,No info,16294,30,1.0,11,35,15,5
IndiGo,Banglore,Delhi,170,0,No info,3943,50,6.0,4,0,3,6
Multiple carriers,Delhi,Cochin,455,1,No info,7038,30,22.0,14,55,27,5
SpiceJet,Banglore,New Delhi,475,1,No info,7294,15,18.0,10,20,9,3
SpiceJet,Kolkata,Banglore,145,0,No info,3873,25,11.0,9,0,6,4
Air India,Mumbai,Hyderabad,90,0,No info,3100,25,15.0,13,55,18,6
Multiple carriers,Delhi,Cochin,540,1,No info,12507,0,19.0,10,0,27,5
Air Asia,Delhi,Cochin,875,1,No info,6152,30,22.0,7,55,21,5
Air India,Kolkata,Banglore,675,1,No info,8030,5,21.0,9,50,1,4
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5769,20,11.0,8,20,18,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,6,6
Air India,Delhi,Cochin,1420,1,No info,8372,25,9.0,9,45,18,5
Jet Airways,Banglore,New Delhi,280,1,No info,8578,25,14.0,9,45,15,3
Air India,Delhi,Cochin,1275,2,No info,11228,15,19.0,22,0,18,5
Air India,Kolkata,Banglore,1385,2,No info,13227,55,8.0,9,50,1,5
IndiGo,Banglore,New Delhi,175,0,No info,8855,55,22.0,20,0,15,3
Multiple carriers,Delhi,Cochin,525,1,No info,12192,35,12.0,3,50,12,6
Jet Airways,Delhi,Cochin,1195,2,No info,12819,0,19.0,23,5,27,6
IndiGo,Banglore,Delhi,165,0,No info,3943,50,8.0,6,5,27,6
Multiple carriers,Delhi,Cochin,755,1,In-flight meal not included,18260,55,12.0,0,20,9,3
Air India,Banglore,Delhi,165,0,No info,5228,55,8.0,6,10,18,4
Jet Airways,Delhi,Cochin,970,2,No info,14300,25,4.0,12,15,12,6
Air India,Kolkata,Banglore,1830,2,No info,10151,30,18.0,12,0,1,5
IndiGo,Kolkata,Banglore,280,1,No info,5699,15,22.0,17,35,6,5
Vistara,Kolkata,Banglore,1655,1,No info,9187,45,10.0,7,10,21,5
Vistara,Kolkata,Banglore,765,1,No info,8452,5,9.0,20,20,6,6
Multiple carriers,Delhi,Cochin,665,1,No info,13961,20,13.0,2,15,21,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5769,10,10.0,7,10,24,6
Multiple carriers,Delhi,Cochin,690,1,No info,10877,0,19.0,7,30,24,6
IndiGo,Banglore,Delhi,170,0,No info,4591,20,2.0,23,30,9,4
Air India,Kolkata,Banglore,1200,2,No info,17732,25,5.0,9,25,6,5
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,12373,25,4.0,18,15,9,5
Air Asia,Kolkata,Banglore,150,0,No info,3807,25,22.0,19,55,27,6
Vistara,Kolkata,Banglore,790,1,No info,9555,20,20.0,7,10,9,6
Air Asia,Banglore,Delhi,165,0,No info,4483,55,13.0,11,10,6,6
Jet Airways,Kolkata,Banglore,400,1,No info,14781,45,20.0,14,5,12,5
Jet Airways,Delhi,Cochin,1620,2,No info,13292,35,12.0,9,35,3,6
Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,12373,0,19.0,19,15,18,5
IndiGo,Delhi,Cochin,320,1,No info,5530,10,12.0,6,50,21,5
IndiGo,Delhi,Cochin,750,1,No info,7081,0,21.0,8,30,18,5
Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,10262,35,12.0,9,0,15,6
Multiple carriers,Delhi,Cochin,455,1,No info,9316,15,19.0,11,40,27,5
Jet Airways,Kolkata,Banglore,705,1,In-flight meal not included,10844,15,18.0,6,30,9,5
IndiGo,Delhi,Cochin,810,1,No info,8542,0,21.0,7,30,1,5
IndiGo,Banglore,Delhi,180,0,No info,4823,55,19.0,16,55,15,4
Air India,Delhi,Cochin,1660,1,No info,12940,40,7.0,4,0,6,3
Jet Airways,Kolkata,Banglore,450,1,No info,13374,40,4.0,21,10,6,6
Multiple carriers,Delhi,Cochin,570,1,No info,13062,0,21.0,11,30,21,3
Jet Airways,Delhi,Cochin,810,2,No info,13014,0,19.0,5,30,3,6
Jet Airways,Banglore,Delhi,185,0,No info,8541,0,22.0,18,55,21,6
Jet Airways,Kolkata,Banglore,1210,1,In-flight meal not included,11134,5,10.0,13,55,24,3
Jet Airways,Banglore,New Delhi,615,1,In-flight meal not included,7832,10,19.0,8,55,21,3
Multiple carriers,Delhi,Cochin,555,1,No info,8888,30,22.0,13,15,9,5
Jet Airways,Kolkata,Banglore,865,1,In-flight meal not included,9663,20,9.0,18,55,12,5
Multiple carriers,Delhi,Cochin,505,1,No info,17267,30,15.0,7,5,6,3
Jet Airways,Banglore,New Delhi,890,1,In-flight meal not included,7832,25,11.0,20,35,21,3
Vistara,Banglore,New Delhi,160,0,No info,12123,20,22.0,19,40,18,3
Multiple carriers,Delhi,Cochin,510,1,No info,8073,30,1.0,17,0,15,5
SpiceJet,Banglore,Delhi,170,0,No info,4991,20,12.0,9,30,12,4
GoAir,Banglore,Delhi,165,0,No info,3419,40,23.0,20,55,12,6
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,10262,0,19.0,19,45,27,6
Jet Airways,Delhi,Cochin,1010,1,In-flight meal not included,10262,35,12.0,19,45,1,6
Air Asia,Kolkata,Banglore,150,0,No info,3807,20,1.0,22,50,3,4
IndiGo,Mumbai,Hyderabad,85,0,No info,5755,25,13.0,12,0,3,3
Jet Airways,Delhi,Cochin,395,1,In-flight meal not included,10262,25,4.0,21,50,1,6
Air India,Delhi,Cochin,865,2,No info,13039,40,7.0,17,15,21,5
Jet Airways,Banglore,New Delhi,745,1,In-flight meal not included,7832,20,21.0,8,55,21,3
IndiGo,Chennai,Kolkata,140,0,No info,6297,15,10.0,7,55,9,3
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,5,21.0,19,35,24,6
Multiple carriers,Delhi,Cochin,640,1,No info,15147,0,21.0,10,20,3,3
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,40,10.0,9,10,24,6
Jet Airways,Delhi,Cochin,1630,2,No info,13882,35,12.0,9,25,12,6
Air India,Kolkata,Banglore,745,1,No info,8366,50,21.0,9,25,21,5
Jet Airways,Banglore,New Delhi,530,1,In-flight meal not included,9134,40,7.0,22,50,15,3
IndiGo,Banglore,Delhi,170,0,No info,4823,20,11.0,8,30,3,4
Air India,Kolkata,Banglore,1440,1,No info,5006,35,14.0,14,35,9,4
Air India,Delhi,Cochin,1255,1,No info,7480,25,9.0,12,30,1,6
Jet Airways,Kolkata,Banglore,365,1,In-flight meal not included,10844,35,22.0,16,30,6,6
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,7064,15,8.0,20,0,1,4
IndiGo,Kolkata,Banglore,150,0,No info,5224,55,16.0,14,25,21,6
Air Asia,Kolkata,Banglore,155,0,No info,4384,55,12.0,10,20,15,3
Multiple carriers,Delhi,Cochin,750,1,No info,13377,30,1.0,13,0,1,6
Multiple carriers,Delhi,Cochin,755,1,No info,8837,15,19.0,6,40,27,5
Air India,Delhi,Cochin,965,1,No info,16352,25,9.0,17,20,3,3
Air India,Delhi,Cochin,1275,2,No info,10441,15,19.0,22,0,9,6
IndiGo,Chennai,Kolkata,140,0,No info,3597,35,15.0,13,15,9,5
Air Asia,Kolkata,Banglore,150,0,No info,3807,25,22.0,19,55,12,6
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,9663,15,8.0,20,0,6,5
Jet Airways,Kolkata,Banglore,1430,1,No info,12681,50,19.0,20,0,1,4
Vistara,Banglore,Delhi,170,0,No info,4668,20,14.0,11,30,24,5
Jet Airways,Delhi,Cochin,1390,2,No info,15129,35,12.0,13,25,18,5
Multiple carriers,Delhi,Cochin,485,1,No info,17057,35,1.0,17,30,3,3
Air India,Delhi,Cochin,640,1,No info,8372,40,7.0,21,0,3,6
SpiceJet,Kolkata,Banglore,150,0,No info,5515,45,19.0,17,15,1,3
Jet Airways,Kolkata,Banglore,435,1,No info,8355,35,17.0,10,20,1,5
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,5,4.0,2,35,1,4
Multiple carriers,Delhi,Cochin,630,1,No info,13377,30,1.0,15,0,15,6
Jet Airways,Delhi,Cochin,1395,1,No info,15554,0,19.0,19,45,9,5
IndiGo,Kolkata,Banglore,150,0,No info,5224,55,16.0,14,25,18,5
IndiGo,Delhi,Cochin,300,1,No info,6069,0,21.0,16,0,9,6
Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,12373,35,12.0,11,30,9,5
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,6959,40,4.0,18,55,12,6
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,3841,25,11.0,9,0,27,5
Air India,Delhi,Cochin,925,1,No info,8669,15,19.0,3,50,15,5
Jet Airways,Delhi,Cochin,810,2,No info,13014,0,19.0,5,30,1,6
Jet Airways,Kolkata,Banglore,1215,1,No info,13731,40,4.0,8,25,6,6
Multiple carriers,Delhi,Cochin,930,1,No info,7888,30,1.0,10,0,21,5
Vistara,Kolkata,Banglore,900,1,No info,12942,10,22.0,7,10,24,3
Vistara,Mumbai,Hyderabad,1290,1,No info,12395,25,9.0,11,55,6,3
Jet Airways,Kolkata,Banglore,425,1,No info,14571,35,23.0,16,30,9,6
IndiGo,Banglore,Delhi,175,0,No info,4591,25,3.0,0,30,27,4
Air India,Kolkata,Banglore,1700,2,No info,12592,45,13.0,9,25,9,5
IndiGo,Kolkata,Banglore,150,0,No info,4804,55,16.0,14,25,6,6
Jet Airways,Kolkata,Banglore,1090,1,No info,14388,15,8.0,14,5,21,5
Air India,Delhi,Cochin,1275,2,No info,14851,15,19.0,22,0,9,3
Jet Airways,Kolkata,Banglore,665,1,In-flight meal not included,8586,15,8.0,21,10,18,5
Jet Airways,Banglore,New Delhi,640,1,1 Long layover,31825,30,9.0,22,50,1,3
Jet Airways,Delhi,Cochin,600,2,No info,14237,25,4.0,18,25,9,6
IndiGo,Kolkata,Banglore,290,1,No info,5069,0,13.0,8,10,6,6
Jet Airways,Delhi,Cochin,330,1,No info,16079,35,12.0,7,5,1,6
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,9663,15,8.0,18,55,15,5
Multiple carriers,Delhi,Cochin,570,1,No info,13587,0,21.0,11,30,27,5
Air India,Kolkata,Banglore,1605,1,No info,10808,15,23.0,20,30,24,3
Multiple carriers,Delhi,Cochin,555,1,In-flight meal not included,11446,15,19.0,10,0,27,5
Air India,Mumbai,Hyderabad,75,0,No info,3100,45,20.0,19,30,1,5
GoAir,Kolkata,Banglore,455,1,No info,6484,15,0.0,16,40,1,5
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,55,7.0,6,25,9,5
SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,3873,20,23.0,20,30,24,3
IndiGo,Banglore,New Delhi,310,1,No info,7280,40,0.0,19,30,9,3
Air India,Mumbai,Hyderabad,90,0,No info,3625,25,15.0,13,55,27,5
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3919,5,0.0,21,10,15,6
Jet Airways,Delhi,Cochin,1005,1,No info,15554,0,19.0,2,15,9,5
IndiGo,Chennai,Kolkata,140,0,No info,3850,15,10.0,7,55,3,6
Jet Airways,Delhi,Cochin,1195,2,No info,15129,0,19.0,23,5,21,5
Jet Airways,Banglore,Delhi,185,0,No info,7229,0,22.0,18,55,12,5
IndiGo,Banglore,Delhi,175,0,No info,4823,50,21.0,18,55,27,4
IndiGo,Banglore,Delhi,175,0,No info,4823,50,21.0,18,55,15,5
Vistara,Kolkata,Banglore,1560,1,No info,11682,10,9.0,7,10,24,3
IndiGo,Banglore,Delhi,175,0,No info,4823,50,21.0,18,55,21,4
Jet Airways,Delhi,Cochin,925,1,In-flight meal not included,10262,25,4.0,13,0,9,6
IndiGo,Delhi,Cochin,665,1,No info,6818,10,16.0,5,5,6,6
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,15,0.0,22,45,27,5
Vistara,Kolkata,Banglore,975,1,No info,9345,25,23.0,7,10,12,5
IndiGo,Delhi,Cochin,380,1,No info,6938,30,22.0,16,10,6,6
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,10368,35,12.0,9,40,15,6
Air India,Delhi,Cochin,1245,2,No info,11753,40,7.0,10,55,12,6
Air India,Delhi,Cochin,1485,2,No info,12488,15,19.0,18,30,27,5
Jet Airways,Kolkata,Banglore,345,1,In-flight meal not included,9899,50,19.0,14,5,12,6
Multiple carriers,Delhi,Cochin,585,1,No info,11622,0,19.0,9,15,6,6
SpiceJet,Kolkata,Banglore,160,0,No info,3847,35,9.0,6,55,27,3
Jet Airways,Delhi,Cochin,335,1,No info,16079,25,4.0,22,50,27,6
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,6478,45,8.0,6,0,18,6
Air India,Delhi,Cochin,180,0,No info,5201,10,17.0,14,10,21,6
Air Asia,Kolkata,Banglore,155,0,No info,4409,55,12.0,10,20,9,5
Jet Airways,Banglore,New Delhi,1475,1,No info,17261,30,9.0,8,55,6,3
Vistara,Banglore,Delhi,155,0,No info,4878,35,19.0,17,0,27,5
SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,3573,35,8.0,5,55,18,5
Jet Airways,Kolkata,Banglore,1220,1,In-flight meal not included,10844,20,16.0,20,0,18,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,21,4
Air India,Delhi,Cochin,180,0,No info,5201,10,17.0,14,10,27,6
Multiple carriers,Delhi,Cochin,375,1,No info,14533,15,19.0,13,0,18,5
SpiceJet,Kolkata,Banglore,140,0,No info,3873,40,0.0,22,20,12,4
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,5,20.0,17,45,6,6
Multiple carriers,Delhi,Cochin,640,1,No info,7215,0,21.0,10,20,21,3
Multiple carriers,Delhi,Cochin,510,1,No info,11999,50,18.0,10,20,21,3
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,30,13.0,12,0,18,5
Jet Airways,Banglore,New Delhi,950,1,No info,13817,45,10.0,18,55,12,3
Air Asia,Kolkata,Banglore,150,0,No info,4107,25,22.0,19,55,15,6
Multiple carriers,Delhi,Cochin,720,1,No info,8073,0,21.0,9,0,9,5
IndiGo,Mumbai,Hyderabad,90,0,No info,2227,50,22.0,21,20,27,6
Jet Airways,Kolkata,Banglore,1295,1,In-flight meal not included,10539,0,18.0,20,25,6,6
IndiGo,Banglore,Delhi,165,0,No info,3943,15,4.0,1,30,3,5
Jet Airways,Kolkata,Banglore,1575,1,In-flight meal not included,10844,20,16.0,14,5,24,5
SpiceJet,Banglore,New Delhi,170,0,No info,3925,20,23.0,20,30,24,3
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,3210,20,4.0,2,55,1,5
Jet Airways,Banglore,Delhi,180,0,No info,8016,45,20.0,17,45,6,6
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,40,19.0,17,10,12,4
Jet Airways,Kolkata,Banglore,450,1,No info,14388,40,4.0,21,10,9,5
IndiGo,Chennai,Kolkata,140,0,No info,3597,5,17.0,14,45,18,6
Multiple carriers,Delhi,Cochin,630,1,In-flight meal not included,14086,35,1.0,15,5,9,3
IndiGo,Banglore,Delhi,170,0,No info,3749,0,1.0,22,10,9,6
Jet Airways,Banglore,Delhi,165,0,No info,7229,45,8.0,6,0,24,5
Multiple carriers,Delhi,Cochin,840,1,No info,15603,0,21.0,7,0,6,3
IndiGo,Banglore,Delhi,170,0,No info,4823,50,22.0,20,0,27,5
Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,50,11.0,10,20,3,4
Jet Airways,Kolkata,Banglore,1655,1,No info,13941,5,10.0,6,30,6,5
Jet Airways,Delhi,Cochin,395,1,No info,14714,25,4.0,21,50,6,6
Vistara,Kolkata,Banglore,700,1,No info,7927,50,18.0,7,10,1,4
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4030,5,14.0,11,10,15,5
IndiGo,Delhi,Cochin,710,1,No info,8285,0,21.0,9,10,21,3
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,15,18.0,8,25,6,5
Jet Airways,Kolkata,Banglore,1610,1,In-flight meal not included,9663,20,9.0,6,30,12,5
IndiGo,Kolkata,Banglore,165,0,No info,4148,55,0.0,22,10,27,3
IndiGo,Delhi,Cochin,295,1,No info,6496,5,10.0,5,10,24,6
IndiGo,Kolkata,Banglore,165,0,No info,4148,55,0.0,22,10,18,3
Jet Airways,Kolkata,Banglore,790,1,No info,13339,40,19.0,6,30,24,3
Jet Airways,Delhi,Cochin,1630,2,No info,13882,35,12.0,9,25,15,6
IndiGo,Banglore,Delhi,165,0,No info,3943,15,4.0,1,30,12,5
Jet Airways,Banglore,New Delhi,950,1,In-flight meal not included,11087,25,12.0,20,35,12,3
Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,15318,25,4.0,20,0,6,6
SpiceJet,Kolkata,Banglore,140,0,No info,3873,40,0.0,22,20,6,6
Multiple carriers,Delhi,Cochin,845,1,No info,11573,0,19.0,4,55,27,5
Vistara,Banglore,Delhi,170,0,No info,4668,20,14.0,11,30,15,5
Air India,Banglore,New Delhi,980,2,No info,13576,10,22.0,5,50,1,3
Air India,Banglore,New Delhi,1510,1,1 Long layover,15434,0,13.0,11,50,1,3
Vistara,Banglore,Delhi,170,0,No info,5403,20,14.0,11,30,21,4
Jet Airways,Delhi,Cochin,2300,2,No info,16914,45,19.0,5,25,6,3
Jet Airways,Kolkata,Banglore,665,1,No info,14781,15,8.0,21,10,21,5
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4544,5,14.0,11,10,9,4
Air India,Kolkata,Banglore,1195,2,No info,9416,55,7.0,12,0,12,6
Vistara,Kolkata,Banglore,945,1,No info,8662,55,22.0,7,10,9,6
Air India,Delhi,Cochin,555,1,No info,9194,15,19.0,10,0,24,6
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,3,6
IndiGo,Kolkata,Banglore,295,1,No info,11465,15,14.0,9,20,9,6
Air India,Delhi,Cochin,795,1,No info,8907,0,23.0,9,45,9,6
Air India,Delhi,Cochin,1560,2,No info,8770,15,19.0,17,15,21,3
Jet Airways,Delhi,Cochin,1110,1,No info,12242,25,4.0,9,55,27,3
Multiple carriers,Delhi,Cochin,540,1,No info,12192,0,19.0,10,0,12,6
Vistara,Kolkata,Banglore,1655,1,No info,8505,45,10.0,7,10,1,4
Jet Airways,Kolkata,Banglore,1155,1,In-flight meal not included,9663,20,9.0,14,5,9,5
Multiple carriers,Delhi,Cochin,705,1,No info,8614,15,19.0,7,30,15,6
Jet Airways,Delhi,Cochin,1375,2,No info,13292,25,4.0,5,30,24,6
Multiple carriers,Delhi,Cochin,490,1,No info,7740,0,21.0,12,50,3,6
IndiGo,Delhi,Cochin,415,1,No info,8854,30,1.0,18,35,1,5
IndiGo,Delhi,Cochin,765,2,No info,7682,20,21.0,8,35,6,3
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,9,5
Vistara,Banglore,Delhi,170,0,No info,4668,35,12.0,9,45,21,5
Multiple carriers,Delhi,Cochin,615,1,In-flight meal not included,5797,30,1.0,15,15,24,6
Air India,Delhi,Cochin,180,0,No info,4729,10,17.0,14,10,3,4
Multiple carriers,Delhi,Cochin,750,1,No info,7888,30,1.0,13,0,21,5
IndiGo,Kolkata,Banglore,290,1,No info,5069,0,13.0,8,10,24,5
Air India,Delhi,Cochin,2280,3,No info,9128,15,19.0,5,15,21,3
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,9663,20,9.0,20,0,1,5
Air India,Delhi,Cochin,765,1,No info,7952,25,9.0,20,40,6,6
Jet Airways,Delhi,Cochin,1595,1,In-flight meal not included,10262,35,12.0,10,0,24,6
Jet Airways,Delhi,Cochin,1000,2,No info,13882,25,4.0,11,45,6,6
IndiGo,Banglore,Delhi,170,0,No info,4591,50,15.0,13,0,12,5
Air India,Mumbai,Hyderabad,255,2,No info,16172,55,16.0,21,10,12,3
IndiGo,Banglore,Delhi,165,0,No info,4591,15,4.0,1,30,18,4
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,55,7.0,6,25,24,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,5,18.0,15,30,3,5
Multiple carriers,Delhi,Cochin,450,1,No info,6673,30,15.0,8,0,27,3
Jet Airways,Delhi,Cochin,1760,2,In-flight meal not included,11150,25,4.0,23,5,27,6
Air India,Delhi,Cochin,1380,2,No info,13591,15,19.0,20,15,15,6
IndiGo,Banglore,Delhi,165,0,No info,4077,50,8.0,6,5,9,5
Multiple carriers,Delhi,Cochin,730,1,In-flight meal not included,12927,15,19.0,7,5,1,6
Jet Airways,Delhi,Cochin,425,2,No info,16274,35,12.0,5,30,21,5
Vistara,Banglore,Delhi,160,0,No info,4668,40,9.0,7,0,15,5
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,12898,35,12.0,20,55,27,5
Air India,Mumbai,Hyderabad,465,1,No info,11678,45,23.0,16,0,6,3
IndiGo,Delhi,Cochin,345,1,No info,5775,35,3.0,21,50,12,6
SpiceJet,Kolkata,Banglore,150,0,No info,5515,30,11.0,9,0,1,3
Jet Airways,Banglore,New Delhi,610,1,No info,13555,0,9.0,22,50,18,3
Jet Airways,Kolkata,Banglore,730,1,No info,14571,40,4.0,16,30,24,5
SpiceJet,Mumbai,Hyderabad,90,0,No info,2227,45,14.0,13,15,9,6
Air India,Banglore,Delhi,170,0,No info,6961,10,16.0,13,20,24,6
Air India,Delhi,Cochin,735,1,No info,15704,15,19.0,7,0,9,3
Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,50,11.0,10,20,6,3
Jet Airways,Delhi,Cochin,550,1,No info,14714,25,4.0,19,15,1,6
Jet Airways,Delhi,Cochin,1325,2,In-flight meal not included,9296,25,4.0,6,20,27,3
Multiple carriers,Delhi,Cochin,600,1,No info,10197,0,19.0,9,0,21,5
Air India,Delhi,Cochin,375,1,No info,8372,15,19.0,13,0,12,6
Vistara,Delhi,Cochin,175,0,No info,6741,50,17.0,14,55,9,3
IndiGo,Chennai,Kolkata,155,0,No info,6297,40,19.0,17,5,9,3
Jet Airways,Kolkata,Banglore,590,1,No info,13626,15,18.0,8,25,12,6
Jet Airways,Delhi,Cochin,1430,2,No info,15129,0,19.0,19,10,27,5
IndiGo,Delhi,Cochin,345,1,No info,6426,45,7.0,2,0,21,3
Jet Airways,Delhi,Cochin,495,2,No info,20904,25,4.0,20,10,9,3
Air Asia,Delhi,Cochin,625,1,No info,6451,10,7.0,20,45,9,4
Air India,Banglore,New Delhi,855,1,No info,12704,45,23.0,9,30,1,3
Jet Airways,Kolkata,Banglore,800,1,No info,13067,45,9.0,20,25,24,5
Jet Airways,Banglore,Delhi,165,0,No info,7229,45,8.0,6,0,18,5
Jet Airways,Delhi,Cochin,2040,2,No info,12347,25,4.0,18,25,21,3
Multiple carriers,Delhi,Cochin,425,1,No info,17057,0,21.0,13,55,3,3
Air India,Kolkata,Banglore,535,2,No info,8366,20,18.0,9,25,18,5
Multiple carriers,Delhi,Cochin,930,1,No info,15078,30,1.0,10,0,9,5
Air Asia,Kolkata,Banglore,710,1,No info,7870,25,19.0,7,35,9,6
IndiGo,Mumbai,Hyderabad,90,0,No info,3603,25,18.0,16,55,12,5
Air India,Kolkata,Banglore,555,1,No info,11936,15,16.0,7,0,12,6
Multiple carriers,Delhi,Cochin,930,1,In-flight meal not included,8925,30,1.0,10,0,27,5
Air India,Delhi,Cochin,180,0,No info,6934,10,17.0,14,10,21,4
Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,6542,0,19.0,11,30,15,4
IndiGo,Kolkata,Banglore,155,0,No info,4778,55,16.0,14,20,15,3
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,24,5
Jet Airways,Kolkata,Banglore,870,1,No info,14151,55,10.0,20,25,12,5
Multiple carriers,Delhi,Cochin,375,1,No info,16108,15,19.0,13,0,1,6
Multiple carriers,Delhi,Cochin,630,1,No info,13377,30,1.0,15,0,1,6
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,3919,20,12.0,9,30,1,4
Multiple carriers,Delhi,Cochin,425,1,In-flight meal not included,15136,0,21.0,13,55,6,3
Vistara,Kolkata,Banglore,790,1,No info,9345,20,20.0,7,10,21,5
Multiple carriers,Delhi,Cochin,795,1,No info,12327,30,15.0,2,15,27,3
Jet Airways,Banglore,New Delhi,435,1,No info,12284,10,16.0,8,55,18,3
Air India,Delhi,Cochin,1560,2,No info,13039,15,19.0,17,15,15,5
Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,11848,25,4.0,17,25,9,3
Jet Airways,Delhi,Cochin,1485,1,No info,16079,0,19.0,18,15,21,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,3,5
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,10844,35,23.0,20,0,9,6
Vistara,Kolkata,Banglore,865,1,No info,8505,45,10.0,20,20,1,4
Air India,Kolkata,Banglore,1210,2,No info,11774,35,5.0,9,25,24,3
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,5769,45,8.0,6,0,3,6
Jet Airways,Kolkata,Banglore,740,1,In-flight meal not included,10844,45,20.0,8,25,1,5
SpiceJet,Chennai,Kolkata,135,0,No info,3597,35,10.0,8,20,24,5
Multiple carriers,Delhi,Cochin,530,1,No info,16497,50,18.0,10,0,6,3
Jet Airways,Kolkata,Banglore,1570,1,No info,14151,10,19.0,17,0,15,5
