,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min
1248,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,875,1,In-flight meal not included,8586,40,4.0,14,5
1249,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,475,1,In-flight meal not included,10844,20,16.0,8,25
1250,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,395,1,In-flight meal not included,12898,25,4.0,21,50
1251,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1545,1,In-flight meal not included,8586,15,8.0,6,30
1252,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,11622,0,19.0,8,30
1253,Air India,6/05/2019,Delhi,Cochin,DEL → LKO → BOM → COK,1855,2,No info,13538,15,19.0,12,20
1254,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,No info,13014,25,4.0,5,30
1255,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,910,1,No info,13941,5,10.0,18,55
1256,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1520,1,No info,14151,55,10.0,9,35
1257,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,485,1,No info,13542,35,1.0,17,30
1258,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,940,1,No info,6558,20,22.0,6,40
1259,Air Asia,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,710,1,No info,5192,25,19.0,7,35
1260,Vistara,1/06/2019,Banglore,Delhi,BLR → DEL,160,0,No info,4878,40,9.0,7,0
1261,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,1295,1,In-flight meal not included,12898,35,12.0,15,0
1262,Air India,9/06/2019,Delhi,Cochin,DEL → BLR → COK,320,1,No info,7384,0,23.0,17,40
1263,GoAir,3/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3898,40,10.0,7,45
1264,Air Asia,6/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3383,45,2.0,23,55
1265,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,860,1,No info,6093,0,21.0,6,40
1266,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,12192,0,19.0,8,0
1267,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,760,1,No info,6795,30,1.0,12,50
1268,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1480,1,No info,11455,40,7.0,7,0
1269,IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,165,0,No info,3540,25,18.0,15,40
1270,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,15898,15,19.0,9,0
1271,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,9718,0,21.0,10,0
1272,GoAir,15/05/2019,Kolkata,Banglore,CCU → AMD → BLR,455,1,No info,7831,15,0.0,16,40
1273,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,750,1,No info,6416,0,21.0,8,30
1274,Vistara,27/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3739,20,9.0,7,5
1275,Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,975,1,No info,8085,25,23.0,7,10
1276,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,180,0,No info,4823,55,19.0,16,55
1277,Jet Airways,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,No info,13376,35,12.0,14,35
1278,Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,865,1,No info,8452,45,10.0,20,20
1279,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1595,1,In-flight meal not included,10844,35,22.0,20,0
1280,Vistara,27/03/2019,Delhi,Cochin,DEL → COK,190,0,No info,4851,10,9.0,6,0
1281,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,390,1,No info,6795,30,1.0,19,0
1282,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,20,11.0,8,30
1283,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,10577,25,4.0,20,55
1284,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,1375,1,No info,12032,45,19.0,20,50
1285,Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,330,1,No info,9330,25,13.0,7,55
1286,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,355,1,No info,8977,55,22.0,17,0
1287,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,490,1,No info,7005,0,21.0,12,50
1288,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,400,1,In-flight meal not included,10844,45,20.0,14,5
1289,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,525,1,No info,12192,35,12.0,3,50
1290,Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,4441,45,12.0,10,0
1291,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,520,1,No info,7575,15,19.0,10,35
1292,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,15,7.0,4,40
1293,SpiceJet,6/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,0,12.0,9,45
1294,Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,1615,1,No info,10413,25,20.0,17,30
1295,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,8016,45,8.0,6,0
1296,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,960,1,In-flight meal not included,10844,0,12.0,20,0
1297,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1010,1,In-flight meal not included,9663,20,9.0,16,30
1298,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,305,1,No info,6069,30,1.0,20,25
1299,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,635,1,No info,6442,30,22.0,11,55
1300,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,720,1,No info,13587,0,21.0,9,0
1301,Air India,9/05/2019,Mumbai,Hyderabad,BOM → HYD,75,0,No info,3100,45,20.0,19,30
1302,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,705,1,No info,14781,15,18.0,6,30
1303,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,1270,1,In-flight meal not included,12898,0,19.0,21,50
1304,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4804,55,16.0,14,25
1305,SpiceJet,15/04/2019,Kolkata,Banglore,CCU → BLR,145,0,No info,4174,25,11.0,9,0
1306,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4591,20,2.0,23,30
1307,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1640,1,In-flight meal not included,9663,50,19.0,16,30
1308,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,8266,15,19.0,8,45
1309,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,5,10.0,7,10
1310,Air India,21/05/2019,Delhi,Cochin,DEL → COK,185,0,No info,6094,10,21.0,18,5
1311,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,450,1,No info,14178,40,4.0,21,10
1312,Jet Airways,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,1790,2,No info,13376,35,12.0,6,45
1313,Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,2575,25,22.0,21,5
1314,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,745,1,No info,12395,55,19.0,7,30
1315,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,710,1,No info,10351,0,21.0,9,10
1316,Air Asia,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,955,1,No info,5192,30,23.0,7,35
1317,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,490,1,No info,7670,0,21.0,12,50
1318,Air India,18/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,2105,2,No info,11161,10,22.0,11,5
1319,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1295,1,No info,14151,0,18.0,20,25
1320,IndiGo,6/05/2019,Kolkata,Banglore,CCU → HYD → BLR,290,1,No info,4775,5,20.0,15,15
1321,Air India,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,1220,2,No info,12865,25,9.0,13,5
1322,Air India,6/03/2019,Mumbai,Hyderabad,BOM → HYD,75,0,No info,5462,45,20.0,19,30
1323,SpiceJet,9/03/2019,Delhi,Cochin,DEL → MAA → COK,310,1,No info,8382,20,11.0,6,10
1324,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4544,45,20.0,17,45
1325,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,4544,10,18.0,15,15
1326,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,425,1,No info,14781,35,23.0,16,30
1327,SpiceJet,27/05/2019,Delhi,Cochin,DEL → PNQ → COK,270,1,No check-in baggage included,5158,15,13.0,8,45
1328,Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,20,17.0,15,50
1329,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,No info,18804,0,19.0,11,40
1330,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049,40,10.0,9,10
1331,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,6565,55,12.0,10,10
1332,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,1100,1,In-flight meal not included,12373,35,12.0,18,15
1333,Air India,18/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,4441,45,19.0,17,0
1334,SpiceJet,18/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3597,5,20.0,17,45
1335,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,5,21.0,19,35
1336,Air India,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,No info,10660,25,9.0,9,45
1337,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,165,0,In-flight meal not included,4544,45,8.0,6,0
1338,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,20,11.0,8,30
1339,Air India,9/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,525,2,No info,14214,15,23.0,14,30
1340,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,475,1,No info,14781,20,16.0,8,25
1341,Multiple carriers,1/03/2019,Delhi,Cochin,DEL → BOM → COK,395,1,No info,23533,35,1.0,19,0
1342,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,1415,1,In-flight meal not included,14053,50,18.0,19,15
1343,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,1270,1,In-flight meal not included,10262,0,19.0,21,50
1344,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,50,22.0,20,0
1345,Air India,18/05/2019,Delhi,Cochin,DEL → BLR → COK,875,1,No info,8361,15,8.0,17,40
1346,Air India,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,2240,2,No info,10493,15,19.0,5,55
1347,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,375,1,No info,17057,20,13.0,7,5
1348,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,No info,12392,15,19.0,17,15
1349,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,845,1,No info,5883,30,1.0,11,25
1350,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,12898,0,19.0,11,30
1351,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,1005,1,No info,16079,0,19.0,2,15
1352,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,460,1,No info,10678,35,12.0,4,55
1353,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,1705,2,No info,20999,10,11.0,6,45
1354,IndiGo,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,300,1,No info,6575,35,0.0,19,35
1355,Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,No info,15129,25,4.0,19,30
1356,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1400,1,In-flight meal not included,10844,15,18.0,18,55
1357,Air India,03/03/2019,Banglore,New Delhi,BLR → BBI → DEL,855,1,No info,11654,45,23.0,9,30
1358,IndiGo,1/04/2019,Kolkata,Banglore,CCU → MAA → BLR,290,1,No info,5069,0,13.0,8,10
1359,Air India,1/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,5176,55,8.0,6,10
1360,Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1375,2,No info,13292,25,4.0,5,30
1361,IndiGo,6/06/2019,Delhi,Cochin,DEL → BLR → COK,345,1,No info,6386,45,7.0,2,0
1362,Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,No info,15129,0,19.0,13,25
1363,Air India,6/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4435,20,23.0,20,45
1364,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4591,20,2.0,23,30
1365,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1035,1,In-flight meal not included,7832,0,23.0,5,45
1366,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4174,15,7.0,4,40
1367,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,510,1,No info,6148,30,15.0,7,0
1368,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,9149,15,19.0,9,15
1369,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,495,2,No info,6128,20,21.0,13,5
1370,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,370,1,No info,6412,20,22.0,16,10
1371,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,780,1,No info,8073,0,21.0,8,0
1372,Jet Airways,24/06/2019,Delhi,Cochin,DEL → COK,195,0,In-flight meal not included,4256,15,14.0,11,0
1373,Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,No info,14634,25,5.0,10,0
1374,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,480,1,No info,14067,0,21.0,13,0
1375,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,5,18.0,15,30
1376,SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4911,40,19.0,17,10
1377,IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,380,1,No info,6412,30,22.0,16,10
1378,SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,35,10.0,8,20
1379,IndiGo,6/06/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,3858,0,14.0,11,35
1380,Air India,15/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,No info,9941,55,7.0,12,0
1381,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,20,11.0,8,20
1382,GoAir,03/03/2019,Banglore,New Delhi,BLR → GOI → DEL,270,1,No info,8352,15,20.0,15,45
1383,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,750,1,No info,14151,5,22.0,9,35
1384,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,465,1,No info,6795,30,1.0,17,45
1385,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,55,22.0,20,20
1386,Air India,6/06/2019,Delhi,Cochin,DEL → TRV → COK,1535,1,No info,6587,50,6.0,5,15
1387,GoAir,3/04/2019,Delhi,Cochin,DEL → AMD → COK,370,1,No info,4106,35,13.0,7,25
1388,Air India,18/04/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5510,45,16.0,14,15
1389,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,No info,15129,0,19.0,9,40
1390,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,In-flight meal not included,13029,25,4.0,9,40
1391,IndiGo,15/06/2019,Delhi,Cochin,DEL → MAA → COK,315,1,No info,6582,30,12.0,7,15
1392,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,465,1,In-flight meal not included,5797,30,1.0,17,45
1393,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,870,1,No info,12692,55,10.0,20,25
1394,SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3332,35,10.0,8,20
1395,Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,No info,10151,55,7.0,12,0
1396,IndiGo,6/04/2019,Delhi,Cochin,DEL → MAA → COK,325,1,No info,5046,25,7.0,2,0
1397,Air India,15/06/2019,Delhi,Cochin,DEL → BLR → COK,1010,1,No info,8907,0,23.0,6,10
1398,Air India,6/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5228,55,23.0,21,5
1399,IndiGo,3/03/2019,Delhi,Cochin,DEL → LKO → COK,275,1,No info,13753,10,10.0,5,35
1400,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,745,1,In-flight meal not included,11087,20,21.0,8,55
1401,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,570,1,No info,14781,35,23.0,14,5
1402,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,5224,5,14.0,11,30
1403,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,3702,10,18.0,15,15
1404,IndiGo,18/03/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,2754,30,20.0,19,5
1405,Air Asia,24/05/2019,Banglore,Delhi,BLR → DEL,165,0,No info,3383,55,13.0,11,10
1406,Air India,15/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5228,10,16.0,13,20
1407,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,305,1,No info,5054,30,1.0,20,25
1408,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,615,1,No info,13555,10,19.0,8,55
1409,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,510,1,No info,7408,30,1.0,17,0
1410,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5224,55,16.0,14,25
1411,IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,295,1,No info,9694,5,17.0,12,10
1412,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,505,1,No info,7318,35,1.0,17,10
1413,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,275,1,No info,5054,10,12.0,7,35
1414,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,4030,0,22.0,18,55
1415,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,625,1,No info,16736,25,18.0,8,0
1416,Air India,18/03/2019,Mumbai,Hyderabad,BOM → HYD,75,0,No info,2050,45,20.0,19,30
1417,Air India,12/03/2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,795,2,No info,9977,50,14.0,1,35
1418,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,In-flight meal not included,10368,25,4.0,5,30
1419,IndiGo,9/03/2019,Delhi,Cochin,DEL → AMD → COK,355,1,No info,6755,40,13.0,7,45
1420,Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,3502,10,18.0,15,15
1421,Air India,24/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6961,45,12.0,10,0
1422,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,4544,45,18.0,15,50
1423,SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No check-in baggage included,3841,25,17.0,14,55
1424,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → DED → DEL → HYD,1590,2,No info,24115,50,16.0,14,20
1425,Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1555,1,No info,9502,5,9.0,7,10
1426,Air India,1/04/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,3100,40,7.0,6,20
1427,SpiceJet,15/04/2019,Banglore,Delhi,BLR → DEL,160,0,No check-in baggage included,4319,35,8.0,5,55
1428,IndiGo,1/05/2019,Mumbai,Hyderabad,BOM → HYD,95,0,No info,2227,40,21.0,20,5
1429,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,140,0,No info,5831,40,0.0,22,20
1430,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4804,5,0.0,21,25
1431,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,275,1,No info,5458,10,12.0,7,35
1432,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,7229,0,22.0,18,55
1433,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,910,1,No info,14571,5,10.0,18,55
1434,SpiceJet,9/06/2019,Banglore,Delhi,BLR → DEL,175,0,No check-in baggage included,3919,5,0.0,21,10
1435,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → HYD → COK,545,1,No info,6916,10,16.0,7,5
1436,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,925,1,In-flight meal not included,6960,25,4.0,13,0
1437,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,280,1,No info,16757,25,14.0,9,45
1438,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,575,1,No info,14871,35,1.0,16,0
1439,IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,275,1,No info,5054,10,12.0,7,35
1440,Air India,3/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,1855,2,No info,12488,15,19.0,12,20
1441,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,20,21.0,18,25
1442,Air India,9/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,2240,2,No info,14483,15,19.0,5,55
1443,Air India,24/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,No info,11989,15,19.0,17,15
1444,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,1210,1,No info,16079,0,19.0,22,50
1445,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1520,1,No info,13067,55,10.0,9,35
1446,IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,665,1,No info,6818,10,16.0,5,5
1447,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1430,1,No info,13941,15,8.0,8,25
1448,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,12927,0,19.0,9,0
1449,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,50,0.0,22,15
1450,Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,1235,1,In-flight meal not included,5406,35,12.0,16,0
1451,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,890,1,No info,7318,35,1.0,10,45
1452,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3384,15,10.0,7,55
1453,Air Asia,3/06/2019,Delhi,Cochin,DEL → BLR → COK,590,1,No info,11410,35,6.0,20,45
1454,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,450,1,In-flight meal not included,9134,15,13.0,5,45
1455,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,435,1,In-flight meal not included,7832,20,21.0,14,5
1456,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1365,1,No info,14815,40,7.0,8,55
1457,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4591,20,2.0,23,30
1458,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,1210,1,In-flight meal not included,12373,0,19.0,22,50
1459,Air Asia,09/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,4284,40,8.0,5,50
1460,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1375,1,No info,13941,40,4.0,5,45
1461,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,1525,1,No info,16289,50,18.0,17,25
1462,IndiGo,24/06/2019,Delhi,Cochin,DEL → PNQ → COK,305,1,No info,9165,35,4.0,23,30
1463,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,8016,45,8.0,6,0
1464,Air Asia,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,720,1,No info,5192,40,10.0,22,40
1465,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,665,1,No info,14939,15,8.0,21,10
1466,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1310,1,No info,25735,30,9.0,11,40
1467,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,540,1,No info,14502,0,19.0,10,0
1468,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,810,1,No info,13817,25,12.0,22,55
1469,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,505,1,No info,14151,0,18.0,9,35
1470,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,510,1,No info,15077,15,19.0,10,45
1471,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,12192,0,19.0,9,0
1472,SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,45,14.0,13,15
1473,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3850,15,10.0,7,55
1474,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,3175,25,18.0,16,55
